cliente_id,edad_cliente,antiguedad_meses,frecuencia_compra,ticket_promedio,dias_desde_ultima_compra,canal_preferido,tipo_cliente,region,uso_descuento,visitas_web_30d,compras_ult_90d,reclamos_ult_12m,compro_campania,valor_compra_futura,valor_real_campania
22927,65,1,7,139.04,25,Tienda,Nuevo,Centro,0.198,5,2,0,0,185.29,0.0
22928,55,45,4,51.65,26,Online,Recurrente,Centro,0.131,6,0,0,0,141.32,0.0
22929,56,25,5,136.64,105,Online,Mayorista,Oriente,0.342,11,0,0,0,176.22,0.0
22930,44,40,7,114.12,15,Online,Nuevo,Occidente,0.135,9,2,0,1,239.59,239.59
22931,26,1,7,73.87,49,Tienda,Nuevo,Sur,0.704,5,1,0,0,185.51,0.0
22932,49,69,2,139.51,3,Tienda,Recurrente,Norte,0.269,6,1,1,1,102.39,102.39
22933,18,71,5,94.54,105,Tienda,Nuevo,Sur,0.287,3,0,0,0,87.96,0.0
22934,36,10,7,126.34,40,Online,Nuevo,Sur,0.303,11,2,0,1,235.09,235.09
22935,40,9,1,120.44,21,Tienda,Nuevo,Centro,0.072,5,2,0,1,164.35,164.35
22936,32,13,4,67.3,38,Tienda,Recurrente,Sur,0.408,8,1,0,1,151.01,151.01
22937,58,33,0,63.59,2,Tienda,Nuevo,Centro,0.496,7,0,0,1,59.44,59.44
22938,49,1,1,99.82,3,Tienda,Mayorista,Oriente,0.145,3,1,1,0,195.07,0.0
22939,36,1,4,88.99,13,Online,Mayorista,Oriente,0.129,8,0,0,0,152.28,0.0
22940,31,120,4,124.77,41,Online,Recurrente,Centro,0.214,8,0,0,1,168.78,168.78
22941,52,43,5,98.49,30,Online,Recurrente,Sur,0.21,9,1,0,0,183.7,0.0
22942,38,15,4,70.03,6,Mixto,Recurrente,Oriente,0.278,4,1,0,1,164.11,164.11
22943,27,20,4,151.44,2,Tienda,Recurrente,Oriente,0.119,4,0,0,1,222.47,222.47
22944,41,13,5,155.3,156,Tienda,Recurrente,Oriente,0.268,6,0,0,0,205.66,0.0
22945,32,72,5,91.73,80,Tienda,Recurrente,Sur,0.282,13,0,0,0,184.58,0.0
22946,40,73,6,79.93,43,Online,Mayorista,Norte,0.127,10,2,0,1,245.06,245.06
22947,36,69,4,85.48,192,Online,Recurrente,Norte,0.136,11,1,0,0,109.0,0.0
22948,35,2,4,145.21,25,Tienda,Recurrente,Centro,0.482,4,1,2,1,203.07,203.07
22949,32,60,6,86.5,20,Online,Nuevo,Norte,0.118,8,1,0,0,195.95,0.0
22950,31,41,3,140.25,36,Tienda,Nuevo,Sur,0.359,2,2,1,0,175.7,0.0
22951,42,14,5,59.18,118,Mixto,Recurrente,Occidente,0.127,6,0,0,1,170.75,170.75
22952,42,15,4,155.4,20,Mixto,Recurrente,Sur,0.577,7,0,0,1,208.55,208.55
22953,25,24,3,81.41,16,Tienda,Recurrente,Sur,0.417,5,2,0,1,203.74,203.74
22954,55,15,4,193.36,27,Online,Recurrente,Occidente,0.353,8,1,0,0,277.39,0.0
22955,39,93,3,102.23,16,Online,Recurrente,Sur,0.422,13,1,0,0,212.92,0.0
22956,44,16,3,117.41,26,Online,Recurrente,Oriente,0.5,8,3,0,1,198.84,198.84
22957,24,29,3,61.32,14,Online,Mayorista,Sur,0.371,8,1,0,0,217.52,0.0
22958,59,5,7,62.43,69,Mixto,Mayorista,Centro,0.36,9,2,0,0,210.79,0.0
22959,32,28,4,54.61,13,Tienda,Recurrente,Sur,0.321,4,2,0,0,174.08,0.0
22960,52,1,3,129.1,93,Online,Mayorista,Norte,0.242,10,1,0,0,221.83,0.0
22961,28,1,4,81.46,3,Tienda,Recurrente,Occidente,0.55,7,0,0,1,169.07,169.07
22962,40,21,5,130.38,65,Online,Recurrente,Sur,0.456,7,2,0,1,259.19,259.19
22963,38,12,7,101.23,56,Tienda,Recurrente,Centro,0.527,9,3,0,0,234.15,0.0
22964,57,70,5,97.6,57,Tienda,Nuevo,Oriente,0.514,4,3,0,1,147.77,147.77
22965,44,4,4,72.34,37,Online,Recurrente,Oriente,0.153,5,3,1,1,185.48,185.48
22966,49,4,7,67.96,119,Online,Recurrente,Occidente,0.517,10,3,0,0,270.22,0.0
22967,51,34,3,28.12,20,Online,Recurrente,Centro,0.312,2,2,0,0,139.13,0.0
22968,26,37,6,79.41,6,Online,Recurrente,Norte,0.128,5,2,0,1,213.61,213.61
22969,35,3,2,54.69,15,Mixto,Nuevo,Sur,0.1,6,1,0,1,121.62,121.62
22970,51,18,6,80.0,31,Mixto,Nuevo,Centro,0.52,3,2,0,0,229.94,0.0
22971,36,44,5,81.74,48,Online,Recurrente,Norte,0.525,9,0,0,1,153.9,153.9
22972,47,79,10,108.74,167,Online,Recurrente,Occidente,0.241,9,1,1,1,258.71,258.71
22973,27,21,5,87.82,47,Online,Nuevo,Oriente,0.034,6,0,1,0,151.65,0.0
22974,33,30,2,111.19,94,Tienda,Recurrente,Occidente,0.206,4,0,0,0,170.51,0.0
22975,27,29,5,133.74,39,Online,Nuevo,Norte,0.291,10,1,1,0,214.15,0.0
22976,31,62,2,109.66,67,Tienda,Nuevo,Norte,0.16,3,1,0,1,126.75,126.75
22977,33,11,5,46.11,37,Online,Nuevo,Centro,0.024,10,2,0,0,142.04,0.0
22978,50,49,6,87.81,28,Mixto,Nuevo,Sur,0.595,7,2,0,1,158.19,158.19
22979,49,43,4,105.14,19,Tienda,Mayorista,Occidente,0.407,5,3,0,1,186.74,186.74
22980,46,48,8,105.9,14,Tienda,Recurrente,Norte,0.121,4,1,1,1,250.3,250.3
22981,26,10,1,91.29,38,Tienda,Recurrente,Norte,0.447,6,1,0,0,145.06,0.0
22982,50,1,7,55.1,33,Online,Mayorista,Norte,0.127,5,4,1,1,256.86,256.86
22983,40,15,8,90.47,19,Tienda,Nuevo,Oriente,0.083,5,2,0,1,205.6,205.6
22984,37,6,4,99.06,33,Online,Nuevo,Norte,0.661,13,1,0,1,160.17,160.17
22985,46,32,2,75.35,109,Online,Nuevo,Centro,0.41,9,1,0,0,138.47,0.0
22986,41,12,4,70.38,5,Mixto,Recurrente,Oriente,0.293,4,0,1,0,147.57,0.0
22987,45,12,5,144.37,8,Online,Mayorista,Norte,0.417,6,2,0,1,263.08,263.08
22988,41,77,2,71.95,32,Tienda,Recurrente,Centro,0.169,9,3,0,1,126.23,126.23
22989,34,42,5,53.98,18,Mixto,Recurrente,Norte,0.579,3,0,0,0,145.91,0.0
22990,36,36,2,193.62,57,Tienda,Nuevo,Sur,0.585,2,2,0,1,206.7,206.7
22991,32,1,5,80.84,128,Online,Mayorista,Sur,0.137,10,0,0,0,193.68,0.0
22992,32,7,2,125.28,32,Tienda,Nuevo,Occidente,0.432,8,0,0,1,153.33,153.33
22993,48,20,5,98.0,51,Online,Recurrente,Norte,0.101,8,2,0,1,208.39,208.39
22994,43,27,10,120.01,97,Online,Recurrente,Norte,0.356,9,2,1,1,222.34,222.34
22995,28,7,2,90.68,62,Tienda,Recurrente,Sur,0.619,4,2,0,1,163.64,163.64
22996,65,31,4,96.58,182,Tienda,Nuevo,Sur,0.234,3,4,0,0,147.42,0.0
22997,36,13,3,91.36,31,Mixto,Nuevo,Oriente,0.361,5,1,0,0,170.42,0.0
22998,55,120,5,119.09,62,Tienda,Recurrente,Oriente,0.416,4,3,0,1,188.93,188.93
22999,50,18,7,109.6,31,Online,Recurrente,Occidente,0.09,9,1,0,1,200.68,200.68
23000,46,11,5,78.5,19,Mixto,Recurrente,Occidente,0.509,3,4,0,1,187.21,187.21
23001,45,30,4,91.04,13,Mixto,Nuevo,Centro,0.312,4,1,0,0,117.12,0.0
23002,75,10,5,93.87,56,Online,Recurrente,Occidente,0.323,10,0,0,1,170.83,170.83
23003,47,24,4,199.87,65,Tienda,Recurrente,Sur,0.11,4,2,0,1,256.12,256.12
23004,24,1,5,84.3,96,Tienda,Mayorista,Oriente,0.181,8,2,1,1,147.34,147.34
23005,32,3,5,66.89,8,Online,Recurrente,Sur,0.316,8,2,0,1,99.71,99.71
23006,36,1,5,62.51,67,Tienda,Nuevo,Centro,0.253,3,3,0,1,153.3,153.3
23007,47,47,4,120.42,32,Online,Nuevo,Norte,0.115,4,1,0,0,191.01,0.0
23008,22,89,4,58.65,14,Mixto,Recurrente,Norte,0.511,5,0,0,1,189.59,189.59
23009,49,21,0,61.48,70,Tienda,Nuevo,Oriente,0.237,4,2,0,0,96.46,0.0
23010,33,18,4,103.63,219,Online,Recurrente,Oriente,0.554,5,2,0,0,188.64,0.0
23011,30,14,9,122.28,24,Mixto,Recurrente,Occidente,0.294,8,1,0,1,262.93,262.93
23012,32,115,2,93.97,34,Tienda,Nuevo,Occidente,0.439,8,0,0,0,103.77,0.0
23013,31,26,8,68.2,56,Tienda,Recurrente,Sur,0.4,5,2,0,1,171.66,171.66
23014,47,12,7,66.29,2,Online,Nuevo,Centro,0.298,9,2,0,1,155.45,155.45
23015,41,4,8,131.45,59,Online,Recurrente,Oriente,0.091,7,2,0,0,264.33,0.0
23016,23,7,0,135.53,26,Online,Recurrente,Oriente,0.228,4,1,0,1,184.65,184.65
23017,24,15,7,84.69,65,Mixto,Nuevo,Centro,0.07,5,5,1,0,239.99,0.0
23018,60,25,5,88.89,171,Online,Recurrente,Occidente,0.063,10,2,0,0,199.46,0.0
23019,42,16,2,84.88,21,Tienda,Nuevo,Occidente,0.747,5,1,0,1,107.46,107.46
23020,41,14,1,85.95,34,Online,Nuevo,Norte,0.436,12,3,0,1,139.03,139.03
23021,30,23,5,80.9,35,Online,Nuevo,Occidente,0.669,10,1,0,0,206.05,0.0
23022,37,9,6,184.17,28,Online,Nuevo,Occidente,0.108,10,2,0,1,255.09,255.09
23023,18,32,4,109.9,19,Online,Recurrente,Centro,0.531,8,1,1,1,174.72,174.72
23024,30,12,3,105.79,12,Tienda,Recurrente,Norte,0.127,11,2,0,1,167.05,167.05
23025,38,16,3,106.84,29,Mixto,Recurrente,Centro,0.403,6,2,1,1,154.86,154.86
23026,46,8,4,62.07,109,Online,Nuevo,Norte,0.513,7,2,0,0,135.23,0.0
23027,44,26,3,152.62,150,Tienda,Recurrente,Centro,0.248,6,1,0,0,207.2,0.0
23028,43,22,4,44.14,2,Online,Mayorista,Oriente,0.12,6,2,0,1,151.54,151.54
23029,51,21,7,131.24,75,Tienda,Recurrente,Centro,0.042,4,1,1,0,208.31,0.0
23030,41,61,8,114.68,15,Online,Nuevo,Norte,0.106,6,3,0,1,196.29,196.29
23031,47,86,3,42.34,82,Tienda,Recurrente,Oriente,0.249,6,3,0,0,63.02,0.0
23032,65,13,5,86.62,63,Online,Recurrente,Oriente,0.203,8,2,0,0,183.91,0.0
23033,37,21,3,124.61,38,Online,Recurrente,Occidente,0.283,8,1,0,0,192.45,0.0
23034,19,7,5,96.23,12,Tienda,Mayorista,Occidente,0.495,3,1,0,0,200.59,0.0
23035,33,3,1,92.59,56,Tienda,Nuevo,Sur,0.37,1,0,0,0,110.56,0.0
23036,43,89,1,69.33,141,Online,Nuevo,Norte,0.096,12,1,0,0,133.32,0.0
23037,46,21,4,174.08,18,Tienda,Recurrente,Sur,0.188,3,1,1,0,230.27,0.0
23038,60,19,3,119.65,128,Online,Nuevo,Norte,0.219,7,2,0,0,131.9,0.0
23039,29,36,6,125.23,90,Tienda,Nuevo,Centro,0.282,4,0,1,1,182.84,182.84
23040,23,8,1,68.74,1,Online,Recurrente,Sur,0.335,11,1,0,1,102.36,102.36
23041,31,19,7,105.8,81,Mixto,Nuevo,Sur,0.084,4,1,0,1,181.08,181.08
23042,32,15,2,119.1,2,Mixto,Nuevo,Centro,0.191,5,2,0,1,185.94,185.94
23043,47,21,4,94.44,14,Mixto,Recurrente,Oriente,0.516,3,0,0,1,179.67,179.67
23044,51,68,4,130.73,56,Tienda,Recurrente,Centro,0.294,7,1,0,0,150.13,0.0
23045,53,1,7,102.31,186,Online,Recurrente,Oriente,0.16,10,2,0,0,221.61,0.0
23046,34,6,6,140.32,59,Tienda,Recurrente,Occidente,0.486,9,5,0,1,297.02,297.02
23047,22,81,3,99.11,72,Mixto,Recurrente,Norte,0.093,4,1,0,1,238.4,238.4
23048,24,83,4,101.96,182,Online,Mayorista,Norte,0.106,11,1,0,1,175.49,175.49
23049,42,13,1,90.2,41,Online,Recurrente,Sur,0.266,9,1,1,1,127.01,127.01
23050,36,18,3,77.98,2,Tienda,Nuevo,Norte,0.301,3,3,0,1,174.24,174.24
23051,36,6,4,99.66,11,Online,Nuevo,Oriente,0.293,10,1,0,1,113.83,113.83
23052,54,21,3,108.2,2,Mixto,Nuevo,Sur,0.363,7,1,1,0,183.9,0.0
23053,41,26,3,139.12,25,Tienda,Mayorista,Centro,0.174,4,2,0,1,218.64,218.64
23054,37,1,6,192.6,33,Tienda,Recurrente,Centro,0.052,5,0,0,1,223.26,223.26
23055,40,2,4,93.14,144,Mixto,Recurrente,Occidente,0.358,3,1,0,0,182.24,0.0
23056,50,2,4,59.97,241,Tienda,Mayorista,Norte,0.42,5,1,0,1,159.53,159.53
23057,23,14,2,170.03,18,Mixto,Nuevo,Centro,0.28,3,3,0,0,201.22,0.0
23058,29,4,3,89.6,66,Online,Nuevo,Sur,0.39,3,1,0,0,150.61,0.0
23059,67,8,5,99.83,37,Mixto,Recurrente,Sur,0.549,6,0,0,1,138.26,138.26
23060,50,75,6,94.89,23,Online,Nuevo,Occidente,0.724,5,2,1,0,186.2,0.0
23061,48,20,7,113.88,134,Online,Recurrente,Occidente,0.152,7,4,0,1,300.6,300.6
23062,38,14,1,113.46,110,Mixto,Mayorista,Sur,0.271,4,2,0,1,168.24,168.24
23063,39,24,5,83.78,103,Mixto,Mayorista,Norte,0.191,5,0,0,0,153.65,0.0
23064,39,24,4,81.44,59,Online,Recurrente,Sur,0.122,10,1,0,0,177.23,0.0
23065,26,45,3,95.32,91,Tienda,Nuevo,Norte,0.187,3,1,0,0,140.82,0.0
23066,40,10,7,136.69,44,Online,Mayorista,Centro,0.043,6,4,0,1,289.22,289.22
23067,62,27,1,75.09,20,Tienda,Nuevo,Norte,0.315,5,1,0,0,130.94,0.0
23068,27,4,6,100.69,22,Online,Nuevo,Sur,0.052,11,1,0,0,187.42,0.0
23069,32,45,3,108.17,46,Online,Recurrente,Sur,0.495,12,1,0,1,179.13,179.13
23070,32,57,7,158.54,25,Mixto,Nuevo,Oriente,0.042,6,2,1,0,305.05,0.0
23071,29,48,4,84.93,24,Mixto,Recurrente,Occidente,0.29,4,2,0,1,147.53,147.53
23072,50,19,1,145.71,31,Mixto,Recurrente,Sur,0.154,3,1,0,1,197.53,197.53
23073,39,3,3,76.99,22,Online,Recurrente,Norte,0.586,9,3,0,0,157.14,0.0
23074,59,5,2,154.36,12,Tienda,Recurrente,Norte,0.524,9,0,0,1,171.86,171.86
23075,44,1,4,72.18,25,Tienda,Recurrente,Norte,0.042,5,0,1,0,99.81,0.0
23076,21,12,5,78.01,4,Tienda,Recurrente,Oriente,0.316,9,0,0,0,84.65,0.0
23077,21,28,10,101.96,6,Tienda,Recurrente,Centro,0.06,4,1,0,1,183.15,183.15
23078,47,84,8,105.94,154,Tienda,Nuevo,Centro,0.189,2,2,0,0,159.28,0.0
23079,34,9,7,131.45,16,Tienda,Recurrente,Occidente,0.427,5,2,0,1,251.27,251.27
23080,35,12,3,90.68,145,Tienda,Mayorista,Oriente,0.285,2,1,1,0,161.9,0.0
23081,29,21,5,96.56,53,Tienda,Nuevo,Occidente,0.125,5,0,0,0,161.73,0.0
23082,35,6,4,58.02,78,Online,Recurrente,Centro,0.303,3,0,0,1,146.47,146.47
23083,47,41,7,69.39,5,Tienda,Nuevo,Oriente,0.24,9,2,0,0,240.4,0.0
23084,38,3,0,54.83,4,Mixto,Recurrente,Norte,0.358,1,2,0,0,92.36,0.0
23085,24,41,3,25.0,21,Online,Recurrente,Occidente,0.122,6,2,0,1,143.88,143.88
23086,33,19,6,50.18,35,Mixto,Recurrente,Centro,0.104,4,0,0,0,160.69,0.0
23087,52,55,4,92.66,28,Mixto,Recurrente,Norte,0.258,7,3,0,1,213.94,213.94
23088,38,1,5,89.76,214,Mixto,Nuevo,Norte,0.512,6,1,0,0,153.31,0.0
23089,32,2,2,61.73,81,Tienda,Nuevo,Occidente,0.324,7,0,0,0,150.93,0.0
23090,43,16,5,68.32,28,Tienda,Mayorista,Sur,0.443,8,1,1,0,141.0,0.0
23091,26,59,3,126.97,1,Mixto,Recurrente,Centro,0.388,1,1,0,1,216.09,216.09
23092,18,1,3,93.05,25,Online,Recurrente,Norte,0.216,6,2,1,1,170.36,170.36
23093,42,44,2,168.87,44,Mixto,Recurrente,Sur,0.228,6,0,0,0,243.86,0.0
23094,18,49,5,128.63,6,Mixto,Mayorista,Occidente,0.622,6,1,1,1,207.5,207.5
23095,35,41,4,71.33,16,Tienda,Recurrente,Centro,0.379,7,1,0,1,109.44,109.44
23096,29,3,3,85.46,71,Online,Recurrente,Sur,0.039,10,1,1,0,154.04,0.0
23097,34,7,7,105.46,67,Online,Recurrente,Norte,0.276,10,2,0,0,255.22,0.0
23098,51,8,2,125.17,204,Tienda,Nuevo,Sur,0.403,3,2,0,0,149.87,0.0
23099,26,6,6,159.28,4,Online,Nuevo,Centro,0.281,9,1,1,1,147.35,147.35
23100,45,8,4,123.86,7,Online,Mayorista,Sur,0.479,6,0,0,1,222.63,222.63
23101,44,9,3,100.43,20,Online,Nuevo,Occidente,0.285,4,3,0,1,208.83,208.83
23102,35,39,6,68.56,216,Tienda,Mayorista,Centro,0.463,5,0,0,0,142.07,0.0
23103,47,17,1,154.8,25,Tienda,Nuevo,Norte,0.081,2,1,2,0,165.98,0.0
23104,28,20,2,106.75,18,Mixto,Recurrente,Centro,0.139,3,0,0,1,185.51,185.51
23105,38,20,3,156.22,13,Tienda,Recurrente,Centro,0.417,2,1,0,0,169.87,0.0
23106,37,14,2,104.89,15,Mixto,Mayorista,Sur,0.422,2,1,0,0,147.16,0.0
23107,39,82,3,111.03,29,Tienda,Nuevo,Norte,0.118,1,4,0,1,153.36,153.36
23108,41,56,8,79.11,6,Mixto,Recurrente,Oriente,0.206,5,2,0,1,145.2,145.2
23109,46,48,7,52.84,5,Mixto,Recurrente,Sur,0.504,9,2,0,1,248.95,248.95
23110,38,8,6,160.33,55,Mixto,Recurrente,Norte,0.428,4,2,0,1,263.74,263.74
23111,38,36,2,138.55,105,Tienda,Recurrente,Oriente,0.405,7,0,0,1,165.98,165.98
23112,18,6,2,83.0,98,Tienda,Mayorista,Centro,0.582,4,4,0,0,188.07,0.0
23113,31,20,0,112.65,32,Tienda,Nuevo,Centro,0.075,5,1,0,1,138.62,138.62
23114,27,116,4,143.88,38,Online,Recurrente,Sur,0.454,8,1,0,1,227.83,227.83
23115,44,5,3,36.08,20,Online,Nuevo,Sur,0.56,4,1,0,0,95.77,0.0
23116,27,1,4,153.87,64,Online,Recurrente,Centro,0.251,10,1,0,0,250.68,0.0
23117,39,56,4,153.96,240,Tienda,Nuevo,Sur,0.478,5,1,1,0,155.22,0.0
23118,30,5,5,89.32,50,Tienda,Recurrente,Centro,0.113,3,4,0,1,206.7,206.7
23119,58,8,2,67.99,31,Online,Recurrente,Occidente,0.326,8,1,2,0,128.09,0.0
23120,48,34,5,108.55,28,Online,Nuevo,Norte,0.158,9,0,0,1,208.64,208.64
23121,31,120,3,150.7,78,Online,Mayorista,Centro,0.077,7,0,0,1,173.82,173.82
23122,43,1,4,83.89,85,Tienda,Recurrente,Oriente,0.225,4,2,0,0,141.63,0.0
23123,24,105,9,61.44,65,Online,Nuevo,Norte,0.051,7,1,0,1,169.13,169.13
23124,43,18,2,94.96,24,Tienda,Recurrente,Oriente,0.454,4,0,1,0,129.37,0.0
23125,42,14,3,161.09,19,Tienda,Recurrente,Centro,0.026,2,1,1,1,185.56,185.56
23126,26,31,6,78.13,15,Tienda,Recurrente,Occidente,0.113,8,2,0,1,133.43,133.43
23127,30,18,1,128.69,54,Tienda,Mayorista,Sur,0.41,6,1,0,0,171.37,0.0
23128,24,62,2,96.58,21,Online,Nuevo,Occidente,0.273,11,1,0,1,128.72,128.72
23129,28,14,3,79.44,40,Tienda,Mayorista,Sur,0.246,3,1,0,1,184.67,184.67
23130,43,6,4,46.14,15,Online,Recurrente,Sur,0.189,3,1,1,0,85.58,0.0
23131,35,18,5,67.37,42,Tienda,Recurrente,Centro,0.778,4,2,0,1,129.58,129.58
23132,28,3,5,147.95,10,Online,Recurrente,Norte,0.667,8,2,0,1,268.44,268.44
23133,37,25,6,107.5,25,Online,Mayorista,Oriente,0.346,12,0,0,0,159.02,0.0
23134,43,5,4,150.74,104,Tienda,Recurrente,Sur,0.324,7,1,0,0,196.46,0.0
23135,52,14,1,90.22,65,Tienda,Nuevo,Norte,0.048,6,2,0,0,183.08,0.0
23136,24,43,3,40.74,163,Tienda,Recurrente,Occidente,0.204,7,1,0,0,178.22,0.0
23137,29,26,8,85.77,40,Online,Mayorista,Oriente,0.104,16,2,1,1,216.67,216.67
23138,56,32,4,63.27,32,Online,Nuevo,Sur,0.446,14,1,0,0,191.79,0.0
23139,73,64,3,59.73,22,Online,Mayorista,Norte,0.452,12,0,0,0,134.04,0.0
23140,30,11,2,95.03,60,Online,Recurrente,Centro,0.312,8,0,1,0,161.83,0.0
23141,21,2,5,55.67,85,Tienda,Nuevo,Sur,0.087,5,1,0,0,107.11,0.0
23142,18,32,4,134.12,195,Mixto,Recurrente,Norte,0.3,2,1,0,0,215.87,0.0
23143,28,6,2,71.52,36,Tienda,Nuevo,Centro,0.275,5,2,0,0,174.03,0.0
23144,22,65,5,102.3,122,Tienda,Recurrente,Sur,0.46,5,2,0,0,193.65,0.0
23145,45,20,3,159.17,4,Mixto,Recurrente,Sur,0.25,3,1,0,0,237.49,0.0
23146,31,51,3,308.0,9,Online,Recurrente,Norte,0.094,11,6,0,1,329.03,329.03
23147,46,1,2,90.42,5,Online,Recurrente,Centro,0.021,10,0,1,0,88.94,0.0
23148,29,1,3,62.01,30,Mixto,Nuevo,Norte,0.262,3,2,0,0,144.07,0.0
23149,31,42,4,140.61,30,Tienda,Recurrente,Norte,0.027,6,2,0,1,179.18,179.18
23150,29,11,5,55.48,79,Tienda,Nuevo,Oriente,0.397,4,1,0,0,59.99,0.0
23151,29,17,4,48.26,52,Tienda,Recurrente,Sur,0.377,10,1,0,1,123.01,123.01
23152,38,49,5,100.06,110,Tienda,Recurrente,Norte,0.609,3,4,0,0,225.97,0.0
23153,55,25,6,104.21,50,Tienda,Nuevo,Centro,0.457,9,1,0,1,152.42,152.42
23154,38,6,3,97.42,1,Tienda,Recurrente,Centro,0.395,6,1,0,1,135.99,135.99
23155,25,14,1,59.01,80,Tienda,Nuevo,Sur,0.184,3,0,0,0,93.66,0.0
23156,35,20,6,101.36,31,Online,Recurrente,Sur,0.458,7,0,0,0,192.46,0.0
23157,28,50,5,94.41,210,Online,Recurrente,Sur,0.198,12,0,0,1,155.31,155.31
23158,49,36,2,165.72,45,Tienda,Mayorista,Centro,0.209,5,2,0,0,205.83,0.0
23159,36,2,3,145.94,49,Tienda,Recurrente,Sur,0.402,6,0,0,0,263.13,0.0
23160,48,32,3,77.68,11,Mixto,Recurrente,Norte,0.542,3,2,0,0,186.0,0.0
23161,44,7,8,111.76,5,Online,Mayorista,Centro,0.248,4,2,0,1,313.3,313.3
23162,38,86,7,122.4,38,Online,Nuevo,Norte,0.297,13,2,0,1,182.3,182.3
23163,18,14,3,156.05,29,Online,Recurrente,Norte,0.191,5,2,0,1,238.86,238.86
23164,34,73,5,173.38,7,Mixto,Mayorista,Occidente,0.383,11,0,0,1,251.35,251.35
23165,47,44,6,145.79,22,Mixto,Recurrente,Norte,0.416,6,1,0,1,204.41,204.41
23166,46,3,4,51.91,2,Tienda,Nuevo,Sur,0.149,2,1,0,0,125.71,0.0
23167,46,84,6,89.96,2,Tienda,Nuevo,Occidente,0.317,4,1,0,1,237.51,237.51
23168,22,10,5,124.22,78,Online,Recurrente,Centro,0.103,6,0,0,0,170.83,0.0
23169,52,14,3,62.6,46,Tienda,Recurrente,Centro,0.708,9,1,1,1,134.88,134.88
23170,31,58,5,40.88,1,Tienda,Recurrente,Centro,0.112,3,1,0,0,133.26,0.0
23171,31,14,6,88.26,31,Tienda,Recurrente,Sur,0.349,2,3,1,0,181.43,0.0
23172,47,4,4,78.52,92,Tienda,Recurrente,Centro,0.042,5,1,0,0,165.87,0.0
23173,18,73,6,178.18,34,Online,Recurrente,Sur,0.221,8,3,0,0,267.5,0.0
23174,34,39,6,95.21,211,Online,Recurrente,Norte,0.058,9,1,0,0,185.89,0.0
23175,26,37,6,65.3,123,Tienda,Recurrente,Occidente,0.354,4,1,0,0,97.05,0.0
23176,38,9,4,88.63,20,Tienda,Recurrente,Centro,0.208,4,1,0,0,158.91,0.0
23177,31,8,4,81.07,9,Online,Nuevo,Occidente,0.404,8,1,0,0,91.28,0.0
23178,39,38,9,77.18,4,Online,Nuevo,Centro,0.23,9,2,0,1,210.52,210.52
23179,43,26,4,72.96,81,Tienda,Recurrente,Centro,0.406,8,2,0,0,177.86,0.0
23180,34,21,5,42.05,206,Tienda,Mayorista,Centro,0.145,5,0,0,0,172.79,0.0
23181,60,19,1,196.13,23,Mixto,Recurrente,Norte,0.186,5,0,0,0,251.65,0.0
23182,18,50,4,132.73,57,Online,Nuevo,Oriente,0.193,13,0,0,1,100.4,100.4
23183,45,28,2,74.85,57,Online,Recurrente,Centro,0.18,7,1,0,0,165.73,0.0
23184,27,101,4,101.56,23,Online,Nuevo,Oriente,0.597,3,1,0,1,157.81,157.81
23185,58,36,1,115.25,80,Tienda,Recurrente,Centro,0.332,4,3,2,0,206.99,0.0
23186,46,50,10,106.95,95,Tienda,Recurrente,Norte,0.244,3,4,0,0,313.19,0.0
23187,28,77,4,58.63,75,Mixto,Nuevo,Norte,0.558,4,3,0,1,149.01,149.01
23188,31,32,7,144.33,2,Tienda,Nuevo,Occidente,0.16,4,4,0,1,244.07,244.07
23189,31,30,1,91.67,9,Online,Recurrente,Oriente,0.362,9,4,0,1,120.65,120.65
23190,25,4,5,60.52,15,Tienda,Nuevo,Centro,0.469,4,1,0,0,75.83,0.0
23191,44,57,2,122.74,16,Tienda,Recurrente,Centro,0.542,4,2,0,1,245.81,245.81
23192,49,59,2,112.27,92,Tienda,Nuevo,Occidente,0.13,2,1,0,0,95.74,0.0
23193,30,53,4,101.41,62,Tienda,Recurrente,Sur,0.383,7,1,0,1,159.47,159.47
23194,48,17,4,88.84,21,Tienda,Nuevo,Occidente,0.306,7,2,0,1,129.48,129.48
23195,32,4,6,79.48,7,Mixto,Mayorista,Sur,0.305,6,1,0,0,194.02,0.0
23196,46,34,3,85.08,1,Mixto,Recurrente,Sur,0.262,6,1,1,1,218.46,218.46
23197,48,29,7,148.02,22,Mixto,Recurrente,Sur,0.218,5,4,0,0,246.94,0.0
23198,41,9,6,119.13,16,Online,Mayorista,Oriente,0.031,6,1,0,1,240.27,240.27
23199,49,21,7,113.21,5,Mixto,Nuevo,Occidente,0.147,2,3,0,1,239.33,239.33
23200,39,15,2,97.76,29,Tienda,Recurrente,Oriente,0.426,6,1,0,1,202.7,202.7
23201,38,98,1,53.82,1,Online,Nuevo,Norte,0.298,8,0,1,1,112.59,112.59
23202,44,18,8,74.45,253,Tienda,Recurrente,Sur,0.25,6,1,0,0,154.39,0.0
23203,25,15,6,48.75,33,Online,Recurrente,Norte,0.464,8,3,0,1,193.84,193.84
23204,38,84,2,123.56,31,Tienda,Nuevo,Oriente,0.321,5,0,0,0,173.46,0.0
23205,41,10,6,128.43,30,Online,Recurrente,Oriente,0.397,9,3,0,1,280.37,280.37
23206,38,43,4,121.62,59,Online,Recurrente,Occidente,0.143,9,1,0,1,176.8,176.8
